datetime,date,time,timeframe,strategy,spot_open,spot_high,spot_low,spot_close,fut_open,fut_high,fut_low,fut_close,vwap,ema_fast,ema_slow,rsi,fut_vs_vwap,prev_fut_vs_vwap,vwap_cross,min_body_required,ema_crossover,spot_vs_ema,candle_color,candle_body,rsi_zone,signal,entry_conditions_met,search_atm_strike,search_option_type,search_spot_price,search_capital,search_max_cost,search_min_price,search_max_price,expiry_used,strikes_tried,strike_1_price,strike_1_cost,strike_1_status,strike_2_price,strike_2_cost,strike_2_status,strike_3_price,strike_3_cost,strike_3_status,strike_4_price,strike_4_cost,strike_4_status,failure_reason,pending_strike,pending_strike_type,expected_entry_price,has_position,position_type,position_strike,position_expiry,signal_time,entry_delay,entry_slippage,entry_price,current_price,pnl_points,pnl_rupees,pnl_pct,peak_price,drop_from_peak,trailing_active,hold_minutes,exit_signal,exit_trigger_reason,exit_reason,exit_price,exit_slippage,pnl_gross,transaction_cost,pnl_net,action,action_details,capital,daily_pnl,daily_trades,consecutive_losses,in_cooldown,cache_hits,cache_misses
2025-12-03 09:30:00,2025-12-03,09:30:00,5min,B,25962.85,25976.5,25932.95,25933.55,26115.8,26130.3,26085.0,26090.0,26140.96,25983.44,26010.68,23.46,BELOW,,,,BEARISH,BELOW,RED,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,PE,26000,,,,,110.4,130.8,20.4,1530.0,18.48,110.4,-20.4,FALSE,5.0,,TARGET,,,,,,,EXIT_TRIGGERED_TARGET,Exit will execute next candle | PnL: ₹1530,11547.48,0.0,1,0,FALSE,8,0
2025-12-03 09:35:00,2025-12-03,09:35:00,5min,B,25934.95,25943.2,25923.65,25923.65,26093.1,26099.9,26081.0,26082.0,26132.25,25963.51,25998.25,22.18,BELOW,,,,BEARISH,BELOW,RED,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,TARGET,145.9,-0.5,2662.5,45.47,2617.03,EXIT_TARGET,"Net PnL: ₹2617 (Gross: ₹2662, Costs: ₹45)",14164.510000000002,0.0,1,0,FALSE,,
2025-12-03 09:40:00,2025-12-03,09:40:00,5min,B,25923.85,25948.85,25922.05,25943.9,26081.3,26107.6,26080.0,26097.2,26127.32,25956.97,25990.48,30.51,BELOW,,,,BEARISH,BELOW,GREEN,20.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 09:45:00,2025-12-03,09:45:00,5min,B,25942.65,25949.9,25933.05,25941.0,26097.0,26103.2,26086.1,26098.0,26124.31,25951.65,25983.41,30.01,BELOW,,,,BEARISH,BELOW,RED,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 09:50:00,2025-12-03,09:50:00,5min,B,25940.45,25945.75,25924.3,25942.5,26099.0,26103.4,26084.1,26094.9,26122.79,25948.6,25977.57,30.64,BELOW,,,,BEARISH,BELOW,GREEN,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 09:55:00,2025-12-03,09:55:00,5min,B,25942.65,25952.8,25938.0,25951.55,26094.2,26107.3,26090.0,26104.5,26120.26,25949.58,25973.85,34.46,BELOW,,,,BEARISH,ABOVE,GREEN,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 10:00:00,2025-12-03,10:00:00,5min,B,25951.5,25952.75,25910.75,25912.7,26104.7,26104.7,26064.0,26066.3,26116.81,25937.29,25965.12,27.47,BELOW,,,,BEARISH,BELOW,RED,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 10:05:00,2025-12-03,10:05:00,5min,B,25912.55,25915.85,25898.2,25908.45,26065.1,26073.5,26053.7,26065.2,26112.88,25927.68,25957.02,26.83,BELOW,,,,BEARISH,BELOW,RED,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 10:10:00,2025-12-03,10:10:00,5min,B,25908.5,25931.25,25907.15,25928.2,26066.0,26078.0,26064.0,26078.0,26110.63,25927.85,25952.9,34.48,BELOW,,,,BEARISH,ABOVE,GREEN,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 10:15:00,2025-12-03,10:15:00,5min,B,25929.4,25930.25,25905.6,25912.45,26077.0,26080.1,26060.0,26065.0,26108.46,25922.72,25947.12,31.64,BELOW,,,,BEARISH,BELOW,RED,16.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 10:20:00,2025-12-03,10:20:00,5min,B,25911.9,25933.95,25909.45,25925.15,26068.0,26087.5,26065.0,26080.0,26107.61,25923.53,25943.99,36.21,BELOW,,,,BEARISH,ABOVE,GREEN,13.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 10:25:00,2025-12-03,10:25:00,5min,B,25926.45,25939.9,25922.1,25922.95,26081.0,26089.4,26070.1,26074.9,26107.03,25923.34,25940.98,35.76,BELOW,,,,BEARISH,BELOW,RED,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 10:30:00,2025-12-03,10:30:00,5min,B,25922.65,25930.5,25916.3,25927.25,26074.8,26082.1,26068.0,26082.1,26106.42,25924.64,25939.02,37.38,BELOW,,,,BEARISH,ABOVE,GREEN,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 10:35:00,2025-12-03,10:35:00,5min,B,25928.45,25930.65,25910.4,25913.25,26082.0,26082.0,26065.0,26065.0,26105.78,25920.84,25935.34,34.34,BELOW,,,,BEARISH,BELOW,RED,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 10:40:00,2025-12-03,10:40:00,5min,B,25913.05,25913.35,25897.1,25904.4,26064.3,26064.9,26049.0,26055.5,26103.5,25915.36,25930.92,32.54,BELOW,,,,BEARISH,BELOW,RED,8.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 10:45:00,2025-12-03,10:45:00,5min,B,25904.45,25917.05,25901.9,25907.75,26059.8,26068.6,26052.9,26062.0,26102.52,25912.82,25927.61,33.95,BELOW,,,,BEARISH,BELOW,GREEN,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 10:50:00,2025-12-03,10:50:00,5min,B,25907.8,25922.15,25904.7,25920.2,26063.3,26072.3,26057.0,26070.0,26101.88,25915.28,25926.55,39.06,BELOW,,,,BEARISH,ABOVE,GREEN,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 10:55:00,2025-12-03,10:55:00,5min,B,25919.85,25924.0,25914.85,25922.9,26071.0,26075.0,26066.0,26071.9,26101.43,25917.82,25926.03,40.14,BELOW,,,,BEARISH,ABOVE,GREEN,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 11:00:00,2025-12-03,11:00:00,5min,B,25923.7,25926.7,25915.3,25918.0,26073.9,26075.0,26065.5,26066.2,26101.09,25917.88,25924.88,38.8,BELOW,,,,BEARISH,ABOVE,RED,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 11:05:00,2025-12-03,11:05:00,5min,B,25917.7,25921.2,25900.15,25912.5,26067.9,26074.0,26060.0,26068.9,26100.71,25916.09,25923.11,37.29,BELOW,,,,BEARISH,BELOW,RED,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 11:10:00,2025-12-03,11:10:00,5min,B,25913.45,25922.65,25912.25,25919.65,26069.8,26080.3,26064.0,26075.0,26100.42,25917.28,25922.62,40.53,BELOW,,,,BEARISH,ABOVE,GREEN,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 11:15:00,2025-12-03,11:15:00,5min,B,25919.75,25921.45,25912.05,25912.8,26075.1,26080.4,26065.0,26072.5,26099.83,25915.78,25921.22,38.47,BELOW,,,,BEARISH,BELOW,RED,6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 11:20:00,2025-12-03,11:20:00,5min,B,25912.05,25914.0,25891.15,25893.5,26069.0,26071.9,26050.1,26052.4,26098.92,25908.36,25917.26,33.35,BELOW,,,,BEARISH,BELOW,RED,18.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 11:25:00,2025-12-03,11:25:00,5min,B,25894.7,25912.25,25893.35,25909.35,26055.4,26070.0,26051.1,26070.0,26098.26,25908.69,25916.13,40.37,BELOW,,,,BEARISH,ABOVE,GREEN,14.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 11:30:00,2025-12-03,11:30:00,5min,B,25909.4,25920.35,25906.0,25920.35,26068.0,26081.0,26064.2,26079.9,26097.76,25912.57,25916.73,44.73,BELOW,,,,BEARISH,ABOVE,GREEN,10.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 11:35:00,2025-12-03,11:35:00,5min,B,25920.1,25945.15,25919.1,25943.3,26078.8,26097.5,26075.6,26094.3,26097.46,25922.82,25920.53,52.51,BELOW,,,,BULLISH,ABOVE,GREEN,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 11:40:00,2025-12-03,11:40:00,5min,B,25943.55,25943.55,25925.65,25930.55,26093.8,26096.0,26080.0,26083.1,26097.2,25925.39,25921.96,48.43,BELOW,,,,BULLISH,ABOVE,RED,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 11:45:00,2025-12-03,11:45:00,5min,B,25930.8,25936.95,25929.2,25933.55,26083.0,26092.9,26082.7,26091.0,26097.09,25928.11,25923.61,49.43,BELOW,,,,BULLISH,ABOVE,GREEN,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 11:50:00,2025-12-03,11:50:00,5min,B,25933.7,25934.9,25926.15,25932.15,26090.0,26091.8,26080.8,26087.6,26097.01,25929.46,25924.83,48.95,BELOW,,,,BULLISH,ABOVE,RED,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 11:55:00,2025-12-03,11:55:00,5min,B,25931.6,25934.25,25923.55,25927.3,26088.2,26091.9,26080.0,26080.1,26096.94,25928.74,25925.19,47.26,BELOW,,,,BULLISH,BELOW,RED,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 12:00:00,2025-12-03,12:00:00,5min,B,25927.25,25947.1,25926.35,25946.35,26084.5,26099.0,26080.7,26099.0,26096.86,25934.61,25928.21,54.0,ABOVE,,,,BULLISH,ABOVE,GREEN,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 12:05:00,2025-12-03,12:05:00,5min,B,25945.95,25946.6,25937.7,25944.5,26098.5,26098.7,26090.0,26094.6,26096.81,25937.91,25930.54,53.28,BELOW,,,,BULLISH,ABOVE,RED,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 12:10:00,2025-12-03,12:10:00,5min,B,25943.85,25962.0,25941.5,25952.8,26094.4,26115.0,26093.8,26108.3,26097.1,25942.87,25933.72,56.08,ABOVE,,,,BULLISH,ABOVE,GREEN,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 12:15:00,2025-12-03,12:15:00,5min,B,25951.95,25966.25,25945.05,25963.7,26105.0,26118.9,26100.0,26117.9,26097.44,25949.81,25938.0,59.51,ABOVE,,,,BULLISH,ABOVE,GREEN,11.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 12:20:00,2025-12-03,12:20:00,5min,B,25963.6,25966.85,25957.8,25962.45,26117.8,26117.9,26107.5,26115.4,26097.66,25954.03,25941.49,58.94,ABOVE,,,,BULLISH,ABOVE,RED,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 12:25:00,2025-12-03,12:25:00,5min,B,25962.6,25962.75,25948.0,25951.95,26116.6,26116.6,26102.0,26104.0,26097.74,25953.33,25942.99,54.26,ABOVE,,,,BULLISH,BELOW,RED,10.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 12:30:00,2025-12-03,12:30:00,5min,B,25951.45,25952.6,25933.35,25934.95,26100.5,26104.0,26086.9,26086.9,26097.73,25947.21,25941.84,47.65,BELOW,,,,BULLISH,BELOW,RED,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 12:35:00,2025-12-03,12:35:00,5min,B,25934.65,25940.7,25927.6,25929.05,26087.0,26095.0,26083.0,26086.0,26097.66,25941.15,25940.01,45.57,BELOW,,,,BULLISH,BELOW,RED,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 12:40:00,2025-12-03,12:40:00,5min,B,25928.2,25929.95,25916.0,25922.9,26085.0,26085.0,26070.0,26080.0,26097.41,25935.07,25937.57,43.45,BELOW,,,,BEARISH,BELOW,RED,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 12:45:00,2025-12-03,12:45:00,5min,B,25922.5,25932.25,25920.5,25927.4,26079.0,26082.3,26072.0,26073.1,26097.23,25932.51,25936.11,45.45,BELOW,,,,BEARISH,BELOW,GREEN,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 12:50:00,2025-12-03,12:50:00,5min,B,25927.0,25933.1,25923.7,25932.45,26078.9,26080.0,26072.9,26080.0,26097.16,25932.49,25935.59,47.69,BELOW,,,,BEARISH,BELOW,GREEN,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 12:55:00,2025-12-03,12:55:00,5min,B,25931.6,25938.9,25928.6,25938.3,26081.5,26088.0,26077.2,26088.0,26097.09,25934.43,25935.98,50.24,BELOW,,,,BEARISH,ABOVE,GREEN,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 13:00:00,2025-12-03,13:00:00,5min,B,25937.75,25941.55,25934.15,25940.5,26085.2,26088.0,26079.1,26088.0,26097.02,25936.45,25936.62,51.2,BELOW,,,,BEARISH,ABOVE,GREEN,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 13:05:00,2025-12-03,13:05:00,5min,B,25939.5,25941.45,25930.45,25937.55,26085.2,26087.6,26075.0,26085.0,26096.96,25936.82,25936.76,49.81,BELOW,,,,BULLISH,ABOVE,RED,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 13:10:00,2025-12-03,13:10:00,5min,B,25937.2,25941.85,25936.05,25938.1,26088.0,26088.5,26082.0,26087.0,26096.94,25937.25,25936.95,50.08,BELOW,,,,BULLISH,ABOVE,GREEN,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 13:15:00,2025-12-03,13:15:00,5min,B,25936.1,25939.95,25925.35,25929.6,26087.4,26087.8,26075.0,26082.0,26096.87,25934.7,25935.9,45.93,BELOW,,,,BEARISH,BELOW,RED,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 13:20:00,2025-12-03,13:20:00,5min,B,25929.3,25934.35,25924.1,25927.2,26079.0,26084.2,26075.1,26077.0,26096.83,25932.2,25934.66,44.8,BELOW,,,,BEARISH,BELOW,RED,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 13:25:00,2025-12-03,13:25:00,5min,B,25926.65,25947.2,25926.4,25939.65,26076.8,26100.0,26076.8,26097.3,26096.78,25934.68,25935.37,51.47,ABOVE,,,,BEARISH,ABOVE,GREEN,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 13:30:00,2025-12-03,13:30:00,5min,B,25938.7,25951.7,25938.7,25948.3,26097.9,26105.0,26092.9,26103.3,26096.79,25939.22,25937.22,55.49,ABOVE,,,,BULLISH,ABOVE,GREEN,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 13:35:00,2025-12-03,13:35:00,5min,B,25947.95,25953.45,25941.6,25945.05,26103.0,26105.0,26091.0,26091.7,26096.83,25941.16,25938.34,53.69,BELOW,,,,BULLISH,ABOVE,RED,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 13:40:00,2025-12-03,13:40:00,5min,B,25943.55,25948.45,25928.05,25928.3,26093.1,26094.9,26073.0,26073.4,26096.71,25936.88,25936.9,45.5,BELOW,,,,BEARISH,BELOW,RED,15.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 13:45:00,2025-12-03,13:45:00,5min,B,25929.25,25934.9,25905.95,25910.05,26073.0,26080.0,26055.0,26061.0,26096.24,25927.93,25933.07,38.59,BELOW,,,,BEARISH,BELOW,RED,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 13:50:00,2025-12-03,13:50:00,5min,B,25909.6,25916.7,25906.75,25913.95,26056.2,26066.0,26055.8,26058.8,26095.88,25923.27,25930.34,40.66,BELOW,,,,BEARISH,BELOW,GREEN,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 13:55:00,2025-12-03,13:55:00,5min,B,25913.55,25918.9,25912.6,25917.15,26060.0,26069.0,26060.0,26067.0,26095.76,25921.23,25928.45,42.38,BELOW,,,,BEARISH,BELOW,GREEN,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 14:00:00,2025-12-03,14:00:00,5min,B,25916.5,25922.3,25905.65,25920.4,26068.8,26069.9,26060.0,26069.9,26095.57,25920.95,25927.3,44.15,BELOW,,,,BEARISH,BELOW,GREEN,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 14:05:00,2025-12-03,14:05:00,5min,B,25921.2,25955.5,25921.2,25940.7,26070.0,26097.3,26070.0,26087.0,26095.4,25927.54,25929.22,53.71,BELOW,,,,BEARISH,ABOVE,GREEN,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
2025-12-03 14:10:00,2025-12-03,14:10:00,5min,B,25939.95,25951.25,25934.8,25948.35,26090.0,26108.0,26084.6,26102.4,26095.41,25934.47,25931.95,56.72,ABOVE,,,,BULLISH,ABOVE,GREEN,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2617 >= ₹2000,14164.51,2617.03,1,0,FALSE,,
