datetime,date,time,timeframe,strategy,spot_open,spot_high,spot_low,spot_close,fut_open,fut_high,fut_low,fut_close,vwap,ema_fast,ema_slow,rsi,fut_vs_vwap,prev_fut_vs_vwap,vwap_cross,min_body_required,ema_crossover,spot_vs_ema,candle_color,candle_body,rsi_zone,signal,entry_conditions_met,search_atm_strike,search_option_type,search_spot_price,search_capital,search_max_cost,search_min_price,search_max_price,expiry_used,strikes_tried,strike_1_price,strike_1_cost,strike_1_status,strike_2_price,strike_2_cost,strike_2_status,strike_3_price,strike_3_cost,strike_3_status,strike_4_price,strike_4_cost,strike_4_status,failure_reason,has_position,position_type,position_strike,position_expiry,entry_price,current_price,pnl_points,pnl_rupees,pnl_pct,peak_price,drop_from_peak,trailing_active,hold_minutes,exit_signal,exit_reason,exit_price,action,action_details,capital,daily_pnl,daily_trades,consecutive_losses,in_cooldown,cache_hits,cache_misses
2025-11-28 10:12:00,2025-11-28,10:12:00,3min,C,26261.7,26261.8,26239.3,26240.4,26445.6,26447.4,26419.0,26420.1,26415.63,26252.56,26246.37,52.28,ABOVE,,,,BULLISH,BELOW,RED,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,CE,26250,,118.25,118.8,0.55,41.25,0.47,121.35,2.55,FALSE,9.0,,,,HOLDING,PnL: ₹41 | Peak: ₹121.35,15778.75,146.25,4,0,FALSE,15,0
2025-11-28 10:15:00,2025-11-28,10:15:00,3min,C,26240.65,26245.45,26232.25,26234.0,26420.0,26429.5,26410.0,26415.0,26415.71,26246.37,26244.6,49.63,BELOW,,,,BULLISH,BELOW,RED,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,CE,26250,,118.25,102.75,-15.5,-1162.5,-13.11,121.35,18.6,FALSE,12.0,,STOP_LOSS,102.75,EXIT_STOP_LOSS,PnL: ₹-1162 (-15.5 pts),14616.25,146.25,4,0,FALSE,15,0
2025-11-28 10:18:00,2025-11-28,10:18:00,3min,C,26234.25,26237.35,26224.6,26226.6,26413.0,26429.4,26405.5,26410.5,26415.69,26239.78,26242.03,46.68,BELOW,,,,BEARISH,BELOW,RED,7.65,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 10:21:00,2025-11-28,10:21:00,3min,C,26227.15,26230.8,26223.55,26226.0,26416.9,26420.0,26408.9,26411.0,26415.64,26235.19,26239.74,46.44,BELOW,,,,BEARISH,BELOW,RED,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 10:24:00,2025-11-28,10:24:00,3min,C,26225.6,26231.2,26218.8,26231.2,26415.0,26417.0,26402.1,26416.0,26415.54,26233.86,26238.52,48.9,ABOVE,,,,BEARISH,BELOW,GREEN,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 10:27:00,2025-11-28,10:27:00,3min,C,26231.55,26239.05,26230.55,26236.2,26417.9,26424.5,26411.6,26422.0,26415.62,26234.64,26238.19,51.22,ABOVE,,,,BEARISH,ABOVE,GREEN,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 10:30:00,2025-11-28,10:30:00,3min,C,26235.8,26252.15,26234.55,26252.15,26421.0,26431.4,26421.0,26430.0,26415.79,26240.48,26240.18,57.81,ABOVE,,,,BULLISH,ABOVE,GREEN,16.35,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 10:33:00,2025-11-28,10:33:00,3min,C,26252.1,26260.25,26247.8,26260.25,26430.7,26437.0,26424.0,26435.0,26416.03,26247.07,26243.05,60.71,ABOVE,,,,BULLISH,ABOVE,GREEN,8.15,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 10:36:00,2025-11-28,10:36:00,3min,C,26260.3,26268.1,26258.4,26268.1,26430.3,26446.0,26430.3,26445.3,26416.9,26254.08,26246.63,63.34,ABOVE,,,,BULLISH,ABOVE,GREEN,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 10:39:00,2025-11-28,10:39:00,3min,C,26267.55,26273.0,26264.35,26271.5,26447.5,26448.0,26439.9,26443.1,26417.5,26259.89,26250.18,64.46,ABOVE,,,,BULLISH,ABOVE,GREEN,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 10:42:00,2025-11-28,10:42:00,3min,C,26270.65,26274.45,26266.3,26274.45,26445.0,26449.0,26441.9,26449.0,26418.23,26264.74,26253.65,65.43,ABOVE,,,,BULLISH,ABOVE,GREEN,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 10:45:00,2025-11-28,10:45:00,3min,C,26273.95,26280.2,26269.3,26275.1,26449.7,26459.8,26442.3,26449.9,26420.29,26268.19,26256.71,65.66,ABOVE,,,,BULLISH,ABOVE,GREEN,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 10:48:00,2025-11-28,10:48:00,3min,C,26274.85,26277.5,26265.8,26269.35,26449.4,26453.4,26437.7,26437.7,26420.77,26268.58,26258.52,61.83,ABOVE,,,,BULLISH,ABOVE,RED,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 10:51:00,2025-11-28,10:51:00,3min,C,26269.55,26270.1,26260.95,26267.95,26438.6,26445.0,26432.1,26445.0,26421.02,26268.37,26259.87,60.91,ABOVE,,,,BULLISH,BELOW,RED,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 10:54:00,2025-11-28,10:54:00,3min,C,26267.35,26272.75,26264.1,26267.85,26442.2,26449.0,26438.1,26444.1,26421.47,26268.2,26261.01,60.83,ABOVE,,,,BULLISH,BELOW,GREEN,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 10:57:00,2025-11-28,10:57:00,3min,C,26266.6,26266.8,26254.35,26259.4,26439.0,26444.6,26431.0,26434.9,26421.62,26265.26,26260.78,55.05,ABOVE,,,,BULLISH,BELOW,RED,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 11:00:00,2025-11-28,11:00:00,3min,C,26259.4,26268.9,26252.25,26266.3,26433.8,26449.0,26428.6,26448.0,26421.86,26265.61,26261.57,58.52,ABOVE,,,,BULLISH,ABOVE,GREEN,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 11:03:00,2025-11-28,11:03:00,3min,C,26265.8,26267.95,26251.7,26254.7,26445.0,26448.0,26430.3,26433.8,26421.95,26261.97,26260.59,51.34,ABOVE,,,,BULLISH,BELOW,RED,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 11:06:00,2025-11-28,11:06:00,3min,C,26254.2,26262.45,26251.65,26253.95,26432.0,26441.8,26427.1,26433.0,26422.07,26259.3,26259.64,50.91,ABOVE,,,,BEARISH,BELOW,RED,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 11:09:00,2025-11-28,11:09:00,3min,C,26253.4,26260.3,26245.15,26259.15,26430.7,26439.4,26422.2,26435.0,26422.15,26259.25,26259.57,53.83,ABOVE,,,,BEARISH,BELOW,GREEN,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 11:12:00,2025-11-28,11:12:00,3min,C,26258.75,26267.4,26254.45,26266.5,26435.6,26447.4,26432.2,26447.0,26422.31,26261.67,26260.56,57.66,ABOVE,,,,BULLISH,ABOVE,GREEN,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 11:15:00,2025-11-28,11:15:00,3min,C,26266.9,26273.25,26262.7,26267.25,26445.0,26449.4,26440.0,26440.0,26422.48,26263.53,26261.51,58.04,ABOVE,,,,BULLISH,ABOVE,GREEN,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 11:18:00,2025-11-28,11:18:00,3min,C,26266.1,26267.85,26259.3,26262.35,26439.6,26440.0,26431.0,26431.0,26422.56,26263.13,26261.63,54.57,ABOVE,,,,BULLISH,BELOW,RED,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 11:21:00,2025-11-28,11:21:00,3min,C,26261.5,26262.0,26242.25,26243.65,26435.0,26437.5,26413.6,26413.6,26422.59,26256.64,26259.06,43.81,BELOW,,,,BEARISH,BELOW,RED,17.85,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 11:24:00,2025-11-28,11:24:00,3min,C,26242.95,26247.95,26237.15,26245.7,26420.0,26425.0,26412.0,26418.9,26422.52,26252.99,26257.16,45.08,BELOW,,,,BEARISH,BELOW,GREEN,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 11:27:00,2025-11-28,11:27:00,3min,C,26245.45,26247.3,26236.75,26243.4,26423.1,26424.9,26411.6,26419.6,26422.48,26249.8,26255.19,43.88,BELOW,,,,BEARISH,BELOW,RED,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 11:30:00,2025-11-28,11:30:00,3min,C,26243.15,26250.7,26240.55,26243.3,26413.0,26424.4,26411.0,26412.0,26422.4,26247.63,26253.49,43.82,BELOW,,,,BEARISH,BELOW,GREEN,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 11:33:00,2025-11-28,11:33:00,3min,C,26243.45,26249.15,26242.3,26245.8,26411.5,26420.7,26411.5,26416.8,26422.38,26247.02,26252.39,45.65,BELOW,,,,BEARISH,BELOW,GREEN,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 11:36:00,2025-11-28,11:36:00,3min,C,26245.65,26246.55,26232.6,26243.2,26418.0,26419.4,26411.0,26412.6,26422.33,26245.75,26251.08,44.05,BELOW,,,,BEARISH,BELOW,RED,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 11:39:00,2025-11-28,11:39:00,3min,C,26242.0,26245.7,26234.35,26242.8,26416.4,26423.6,26411.0,26413.3,26422.31,26244.76,26249.9,43.79,BELOW,,,,BEARISH,BELOW,GREEN,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 11:42:00,2025-11-28,11:42:00,3min,C,26242.3,26250.9,26241.2,26247.95,26418.0,26425.0,26413.4,26423.3,26422.3,26245.83,26249.62,47.98,ABOVE,,,,BEARISH,ABOVE,GREEN,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 11:45:00,2025-11-28,11:45:00,3min,C,26246.95,26253.25,26246.0,26253.25,26422.0,26430.0,26420.6,26429.0,26422.34,26248.3,26250.14,51.94,ABOVE,,,,BEARISH,ABOVE,GREEN,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 11:48:00,2025-11-28,11:48:00,3min,C,26252.9,26257.1,26248.2,26249.55,26428.0,26432.0,26422.3,26425.9,26422.37,26248.72,26250.05,49.13,ABOVE,,,,BEARISH,ABOVE,RED,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 11:51:00,2025-11-28,11:51:00,3min,C,26250.05,26252.7,26245.8,26251.0,26425.4,26429.0,26419.2,26425.0,26422.37,26249.48,26250.19,50.26,ABOVE,,,,BEARISH,ABOVE,GREEN,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 11:54:00,2025-11-28,11:54:00,3min,C,26250.2,26255.6,26238.05,26252.85,26420.7,26427.7,26411.0,26425.0,26422.35,26250.6,26250.57,51.75,ABOVE,,,,BULLISH,ABOVE,GREEN,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 11:57:00,2025-11-28,11:57:00,3min,C,26252.0,26256.25,26243.35,26247.1,26420.2,26427.8,26412.0,26416.0,26422.35,26249.43,26250.07,47.05,BELOW,,,,BEARISH,BELOW,RED,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 12:00:00,2025-11-28,12:00:00,3min,C,26247.4,26253.15,26245.1,26248.15,26415.0,26425.0,26414.0,26418.0,26422.32,26249.01,26249.8,47.98,BELOW,,,,BEARISH,BELOW,GREEN,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 12:03:00,2025-11-28,12:03:00,3min,C,26247.55,26249.2,26242.05,26244.95,26420.0,26423.0,26411.0,26415.8,26422.29,26247.65,26249.11,45.37,BELOW,,,,BEARISH,BELOW,RED,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 12:06:00,2025-11-28,12:06:00,3min,C,26245.5,26249.4,26237.55,26240.8,26414.9,26419.2,26410.1,26412.4,26422.22,26245.37,26247.92,42.17,BELOW,,,,BEARISH,BELOW,RED,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 12:09:00,2025-11-28,12:09:00,3min,C,26239.95,26240.0,26232.85,26238.95,26411.1,26415.2,26400.8,26410.0,26421.91,26243.23,26246.64,40.78,BELOW,,,,BEARISH,BELOW,RED,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 12:12:00,2025-11-28,12:12:00,3min,C,26238.8,26243.4,26235.95,26240.75,26407.6,26419.1,26405.0,26411.0,26421.86,26242.4,26245.8,42.75,BELOW,,,,BEARISH,BELOW,GREEN,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 12:15:00,2025-11-28,12:15:00,3min,C,26239.35,26240.55,26229.4,26231.2,26410.0,26410.0,26401.1,26402.0,26421.76,26238.67,26243.71,35.93,BELOW,,,,BEARISH,BELOW,RED,8.15,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 12:18:00,2025-11-28,12:18:00,3min,C,26231.0,26233.0,26224.45,26226.85,26405.0,26407.8,26400.0,26403.0,26421.55,26234.73,26241.3,33.32,BELOW,,,,BEARISH,BELOW,RED,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 12:21:00,2025-11-28,12:21:00,3min,C,26226.8,26234.2,26224.5,26226.2,26400.3,26408.0,26400.0,26401.0,26421.36,26231.89,26239.15,32.94,BELOW,,,,BEARISH,BELOW,RED,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 12:24:00,2025-11-28,12:24:00,3min,C,26225.35,26225.9,26219.75,26222.65,26395.0,26398.9,26390.0,26397.3,26420.63,26228.81,26236.79,30.84,BELOW,,,,BEARISH,BELOW,RED,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 12:27:00,2025-11-28,12:27:00,3min,C,26222.3,26223.9,26217.85,26220.9,26397.8,26403.2,26388.5,26393.0,26420.22,26226.17,26234.52,29.84,BELOW,,,,BEARISH,BELOW,RED,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 12:30:00,2025-11-28,12:30:00,3min,C,26220.05,26232.1,26218.0,26232.05,26391.0,26412.0,26390.5,26410.0,26420.02,26228.13,26234.17,42.68,BELOW,,,,BEARISH,ABOVE,GREEN,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 12:33:00,2025-11-28,12:33:00,3min,C,26231.55,26240.15,26230.4,26237.5,26412.8,26421.4,26412.0,26414.0,26419.9,26231.25,26234.64,47.72,BELOW,,,,BEARISH,ABOVE,GREEN,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 12:36:00,2025-11-28,12:36:00,3min,C,26237.0,26238.5,26228.95,26236.3,26411.8,26418.3,26405.0,26412.6,26419.86,26232.94,26234.88,46.74,BELOW,,,,BEARISH,ABOVE,RED,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 12:39:00,2025-11-28,12:39:00,3min,C,26236.4,26239.8,26226.5,26230.65,26411.8,26412.0,26401.0,26408.0,26419.81,26232.17,26234.28,42.36,BELOW,,,,BEARISH,BELOW,RED,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 12:42:00,2025-11-28,12:42:00,3min,C,26230.65,26233.4,26226.15,26230.0,26408.9,26409.5,26402.1,26402.1,26419.77,26231.45,26233.66,41.87,BELOW,,,,BEARISH,BELOW,RED,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 12:45:00,2025-11-28,12:45:00,3min,C,26229.85,26230.65,26207.9,26208.9,26405.0,26406.0,26375.0,26384.4,26418.53,26223.93,26230.13,29.87,BELOW,,,,BEARISH,BELOW,RED,20.95,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 12:48:00,2025-11-28,12:48:00,3min,C,26208.95,26210.05,26204.0,26210.05,26381.0,26384.2,26376.0,26382.0,26417.95,26219.31,26227.26,31.03,BELOW,,,,BEARISH,BELOW,GREEN,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 12:51:00,2025-11-28,12:51:00,3min,C,26209.3,26217.7,26208.45,26217.7,26383.6,26394.2,26382.2,26394.1,26417.73,26218.77,26225.89,38.34,BELOW,,,,BEARISH,BELOW,GREEN,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 12:54:00,2025-11-28,12:54:00,3min,C,26217.3,26222.4,26212.15,26216.25,26391.0,26395.0,26386.0,26390.0,26417.39,26217.93,26224.52,37.53,BELOW,,,,BEARISH,BELOW,RED,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 12:57:00,2025-11-28,12:57:00,3min,C,26215.75,26228.75,26211.3,26226.1,26386.0,26407.4,26385.1,26407.4,26417.22,26220.65,26224.74,45.9,BELOW,,,,BEARISH,ABOVE,GREEN,10.35,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 13:00:00,2025-11-28,13:00:00,3min,C,26225.5,26227.4,26217.85,26221.2,26406.0,26406.0,26395.0,26398.5,26417.1,26220.84,26224.24,42.83,BELOW,,,,BEARISH,ABOVE,RED,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 13:03:00,2025-11-28,13:03:00,3min,C,26220.6,26225.75,26216.1,26222.9,26395.0,26403.0,26387.0,26400.0,26417.01,26221.52,26224.05,44.22,BELOW,,,,BEARISH,ABOVE,GREEN,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 13:06:00,2025-11-28,13:06:00,3min,C,26222.65,26224.5,26215.2,26221.35,26402.5,26405.2,26393.4,26393.4,26416.73,26221.47,26223.66,43.19,BELOW,,,,BEARISH,BELOW,RED,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
2025-11-28 13:09:00,2025-11-28,13:09:00,3min,C,26220.95,26223.1,26214.05,26216.5,26393.1,26400.0,26390.0,26390.0,26416.69,26219.81,26222.64,40.03,BELOW,,,,BEARISH,BELOW,RED,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1016 >= ₹900,14616.25,-1016.25,4,1,FALSE,,
